,ID,Site,Gender,Age,ZipCode_Perm,Marital,Num_of_Children,Attending_4year,Highest_Education,Mom_Education,Dad_Education,Employment,Gross,Religion,Religiosity,Racial_Comp_Comm,Racial_Comp_Peers,MA1,MA2,MA3,MA4,MA5,MA6,MA7,MA8,MA9,MA10,MA11,MA12,MA13,MA14,MA15,MA16,MA17,MA18,MA19,MA20,MA21,MA22,MA23,MA24,MA25,MA26,MA27,MA28,MA29,MA30,MA31,MA32,MA33,MA34,MA35,MA36,MA37,MA38,MA39,MA40,MA41,MA42,MA43,MA44,MA45,MA46,MA47,MA49,SAIBA1,SAIBA2,SAIBA3,SAIBA4,SAIBA5_R,SAIBA6,SAIBA7,SAIBA8,SAIBA9,SAIBA10,SAIBA11,SAIBA12,SAIBA13,SAIBA14_R,SAIBA15_R,SAIBA16,SAIBA17_R,SAIBA18_R,SAIBA19_R,SAIBA20_R,SAIBA21,SAIBA22,MIBI1,MIBI2,MIBI3,MIBI4,MIBI5,MIBI6,MIBI7,MIBI8,MIBI9,MIBI10,MIBI11,MIBI12,MIBI13,MIBI14,MIBI15,MIBI16,MIBI17,MIBI18,MIBI19,MIBI20,MIBI21,MIBI22,MIBI23,MIBI24,MIBI25,MIBI26,MIBI27,MIBI28,MIBI29,MIBI30,MIBI31,MIBI32,MIBI33,MIBI34,MIBI35,MIBI36,MIBI37,MIBI38,MIBI39,MIBI40,MIBI41,MIBI42,MIBI43,MIBI44,MIBI45,MIBI46,MIBI47,MIBI48,MIBI49,MIBI50,MIBI51,MIBI52,MIBI53,MIBI54,MIBI55,MIBI56,IRRS1,IRRS2,IRRS3,IRRS4,IRRS5,IRRS6,IRRS7,IRRS8,IRRS9,IRRS10,IRRS11,IRRS12,IRRS13,IRRS14,IRRS15,IRRS16,IRRS17,IRRS18,IRRS19,IRRS20,IRRS21,IRRS22,MEIM1,MEIM2,MEIM3,MEIM4,MEIM5,MEIM6,MEIM7,MEIM8,MEIM9,MEIM10,MEIM11,MEIM12,MEIM13,MEIM14,MEIM15,MIBI1_R,MIBI13_R,MIBI17_R,MIBI24_R,MIBI51_R,MIBI52_R,SoB,CENT,PRIV,PUBL,ASML,HUMN,NATN,OPMN,ISTR,INDR,CLTR,Z_SoB,Z_ASML,Z_HUMN,Z_NATN,Z_OPMN,Cluster,cluster
115,116,2.0,1,18,60419.0,1,0,1,4,4.0,3.0,3,1.0,9.0,4.0,2.0,3.0,1.0,3,2,4,4,3,4,4.0,4,4.0,4,3,4,2.0,3.0,3,2,3,1.0,3,3,3.0,3.0,3.0,3.0,2.0,2.0,2,3.0,3.0,2.0,2.0,3,1,3,4.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0,4,3,3.0,4.0,5.0,3,3.0,4.0,3,4.0,3,4,4,3.0,5,2.0,4,3.0,5.0,5.0,3,4.0,4,3,1.0,5.0,2,5,6.0,6,3,5,4,4.0,2,1.0,3,4.0,4.0,5.0,4.0,5.0,5.0,5.0,6.0,1.0,1.0,7.0,5.0,4.0,4,6.0,7.0,6,5,3.0,7.0,6,4,4.0,7.0,6.0,7.0,3.0,7.0,7.0,5.0,5.0,4.0,6.0,5.0,6.0,5.0,4.0,2.0,7.0,7,2.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,0,1,0.0,2,1,0,1,0,3,2,1,0,3,0,0.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2,2,4,6,4.0,7.0,3.0,4.0,4.28571428571429,4.5,6.33333333333333,2.83333333333333,5.88888888888889,5.77777777777778,3.11111111111111,4.55555555555556,0,6,14,0.162416414351699,0.88171258224721,0.39674930055666,-0.420684930187604,-0.399536082724068,1,1
116,117,2.0,2,19,60620.0,1,0,1,2,4.0,6.0,1,4.0,6.0,1.0,2.0,2.0,1.0,1,1,4,4,1,2,4.0,4,4.0,4,4,4,3.0,4.0,3,2,4,1.0,1,2,1.0,1.0,1.0,1.0,1.0,1.0,4,4.0,4.0,1.0,2.0,3,1,4,4.0,4.0,4.0,3.0,1.0,3.0,1.0,3.0,4.0,4.0,4.0,4.0,2.0,5,3,1.0,3.0,5.0,4,3.0,2.0,3,3.0,3,2,2,5.0,5,1.0,5,5.0,5.0,5.0,4,4.0,7,4,1.0,6.0,6,5,6.0,6,3,4,3,2.0,7,1.0,6,4.0,3.0,6.0,5.0,4.0,5.0,5.0,7.0,3.0,2.0,7.0,6.0,7.0,6,6.0,6.0,7,5,4.0,6.0,6,6,6.0,6.0,6.0,6.0,2.0,5.0,6.0,6.0,5.0,4.0,4.0,6.0,4.0,6.0,4.0,5.0,7.0,6,4.0,3.0,3.0,3.0,0.0,3.0,0.0,1.0,0,0,1.0,2,2,0,0,0,3,3,0,0,0,0,0.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2,2,1,1,5.0,5.0,2.0,4.0,5.0,3.25,6.0,5.0,5.55555555555556,6.44444444444444,3.0,4.66666666666667,1,6,17,1.2071736864455,0.427126057666472,1.20865463468162,-0.55345346521098,-0.280713013965871,1,1
117,118,2.0,2,18,60440.0,1,0,1,2,4.0,2.0,1,4.0,6.0,4.0,3.0,3.0,2.0,1,1,3,4,2,3,3.0,2,4.0,4,3,4,1.0,4.0,3,3,3,1.0,2,3,3.0,2.0,2.0,2.0,2.0,2.0,4,4.0,4.0,2.0,2.0,3,1,3,4.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,4.0,4.0,4.0,3.0,4,3,3.0,4.0,3.0,5,3.0,4.0,3,3.0,4,4,3,5.0,5,2.0,5,5.0,5.0,4.0,4,2.0,4,4,1.0,6.0,3,5,7.0,7,3,4,2,1.0,5,3.0,2,4.0,5.0,5.0,5.0,2.0,5.0,1.0,5.0,1.0,1.0,7.0,5.0,7.0,7,7.0,7.0,7,4,5.0,7.0,7,5,3.0,6.0,5.0,7.0,5.0,6.0,7.0,6.0,4.0,3.0,6.0,4.0,4.0,5.0,5.0,4.0,7.0,3,2.0,3.0,1.0,3.0,0.0,3.0,4.0,0.0,0,4,0.0,4,2,0,0,4,0,3,0,0,4,3,0.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,2.0,2,2,4,3,3.0,7.0,3.0,3.0,4.57142857142857,4.125,6.16666666666667,2.83333333333333,5.44444444444444,6.55555555555556,2.44444444444444,4.33333333333333,0,12,26,0.580319323189218,0.27559721613956,1.34397219036911,-1.21729614032786,-0.637182220240463,1,1
118,119,2.0,2,18,62703.0,1,0,1,4,4.0,2.0,4,2.0,9.0,2.0,2.0,3.0,1.0,2,4,4,4,2,3,3.0,3,4.0,3,2,4,1.0,4.0,3,2,3,1.0,4,4,2.0,2.0,3.0,2.0,1.0,1.0,4,4.0,4.0,1.0,2.0,2,1,4,3.0,1.0,1.0,2.0,1.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,2.0,3,4,5.0,4.0,5.0,5,4.0,3.0,4,5.0,3,2,2,3.0,5,4.0,4,4.0,5.0,5.0,4,4.0,1,4,1.0,3.0,2,6,7.0,6,3,3,4,2.0,1,4.0,3,5.0,6.0,6.0,6.0,5.0,7.0,4.0,7.0,1.0,3.0,7.0,4.0,7.0,4,5.0,5.0,5,4,3.0,7.0,4,4,7.0,6.0,6.0,5.0,6.0,6.0,4.0,5.0,6.0,5.0,6.0,5.0,5.0,1.0,2.0,2.0,6.0,7,3.0,3.0,0.0,3.0,0.0,3.0,2.0,0.0,0,3,0.0,0,3,0,0,3,4,4,3,0,4,0,0.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,4.0,2.0,3.0,2.0,2,2,7,7,2.0,7.0,7.0,6.0,4.42857142857143,5.75,6.0,3.0,5.11111111111111,5.66666666666667,3.77777777777778,5.0,0,3,32,0.371367868770459,-0.178989308441179,0.261431744869168,0.37592627995265,0.0757561923087199,1,1
119,120,2.0,2,18,60473.0,1,0,1,2,6.0,4.0,1,4.0,10.0,4.0,1.0,2.0,2.0,1,1,1,3,2,1,4.0,1,3.0,3,3,4,4.0,4.0,3,1,3,1.0,3,3,1.0,1.0,1.0,1.0,1.0,3.0,4,3.0,1.0,1.0,1.0,1,1,4,4.0,1.0,1.0,3.0,1.0,4.0,2.0,1.0,1.0,4.0,3.0,3.0,3.0,3,4,2.0,2.0,5.0,5,5.0,3.0,4,5.0,4,1,4,2.0,5,2.0,3,5.0,5.0,3.0,5,3.0,6,3,1.0,5.0,2,7,7.0,7,7,7,3,2.0,1,1.0,2,2.0,2.0,1.0,7.0,1.0,7.0,1.0,7.0,1.0,3.0,7.0,2.0,7.0,2,6.0,7.0,7,6,1.0,7.0,7,3,1.0,7.0,7.0,7.0,6.0,7.0,4.0,7.0,1.0,5.0,7.0,6.0,6.0,5.0,5.0,3.0,7.0,7,3.0,3.0,4.0,4.0,0.0,3.0,3.0,4.0,0,4,0.0,4,3,0,3,4,4,4,4,0,4,0,0.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,1.0,2,2,2,7,6.0,7.0,3.0,3.0,4.0,5.75,6.66666666666667,3.16666666666667,4.88888888888889,5.77777777777778,2.55555555555556,4.44444444444444,0,19,36,-0.25548649448582,-0.482046991495003,0.39674930055666,-1.08452760530448,-0.518359151482265,1,1
120,121,2.0,1,19,61820.0,1,0,1,5,1.0,3.0,4,3.0,10.0,4.0,1.0,2.0,1.0,1,1,1,2,1,1,1.0,1,1.0,3,2,2,1.0,3.0,4,4,1,1.0,1,3,1.0,2.0,1.0,1.0,1.0,1.0,4,4.0,3.0,3.0,3.0,4,1,3,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,2.0,5,4,3.0,3.0,3.0,5,5.0,4.0,3,3.0,3,4,3,5.0,3,3.0,5,5.0,5.0,5.0,4,3.0,5,6,2.0,6.0,4,3,6.0,7,1,3,3,3.0,5,3.0,3,6.0,6.0,3.0,3.0,4.0,3.0,2.0,7.0,2.0,4.0,7.0,3.0,4.0,3,4.0,7.0,7,4,3.0,2.0,2,3,4.0,7.0,7.0,7.0,1.0,7.0,7.0,3.0,6.0,1.0,1.0,4.0,4.0,7.0,6.0,4.0,7.0,5,2.0,4.0,1.0,4.0,0.0,3.0,3.0,4.0,0,4,0.0,4,4,1,4,4,4,4,4,0,3,4,0.0,4.0,2.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2,2,3,3,2.0,6.0,1.0,2.0,4.42857142857143,2.375,6.16666666666667,2.83333333333333,5.55555555555556,4.88888888888889,3.55555555555556,2.88888888888889,1,21,37,0.371367868770459,0.427126057666472,-0.685791144943286,0.110389209905898,-2.18188211409702,0,0
121,122,2.0,2,18,60649.0,1,0,1,4,7.0,7.0,4,4.0,9.0,3.0,3.0,1.0,2.0,2,1,3,4,3,3,4.0,3,3.0,2,2,4,1.0,3.0,2,1,4,1.0,1,3,1.0,1.0,1.0,1.0,1.0,1.0,2,3.0,4.0,1.0,2.0,2,2,1,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,4.0,4.0,2.0,5,3,2.0,4.0,4.0,5,3.0,3.0,4,4.0,4,3,3,2.0,3,2.0,2,5.0,5.0,2.0,4,4.0,5,6,1.0,7.0,5,6,7.0,7,5,5,2,2.0,3,1.0,7,5.0,3.0,7.0,5.0,7.0,7.0,1.0,7.0,3.0,2.0,7.0,5.0,3.0,4,4.0,7.0,6,5,5.0,7.0,7,6,4.0,7.0,6.0,7.0,5.0,7.0,3.0,7.0,7.0,7.0,7.0,7.0,5.0,3.0,6.0,6.0,7.0,7,6.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0,2,0.0,4,4,2,3,3,0,4,0,0,3,2,0.0,3.0,1.0,3.0,2.0,4.0,3.0,3.0,3.0,,3.0,3.0,3.0,2.0,2,2,3,5,5.0,5.0,5.0,2.0,3.28571428571429,5.125,6.66666666666667,5.16666666666667,6.11111111111111,5.55555555555556,3.0,6.0,2,11,21,-1.30024376657962,1.18477026530103,0.126114189181674,-0.55345346521098,1.14516381113249,2,2
122,123,2.0,2,18,60628.0,1,0,1,2,2.0,5.0,4,3.0,6.0,3.0,2.0,2.0,2.0,1,2,2,2,1,1,3.0,1,2.0,2,2,2,1.0,4.0,3,3,2,1.0,1,2,1.0,1.0,1.0,1.0,1.0,1.0,3,3.0,3.0,1.0,1.0,1,1,2,4.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,3.0,4.0,4.0,3.0,3,4,2.0,3.0,4.0,2,3.0,3.0,3,3.0,4,2,4,5.0,5,2.0,4,4.0,4.0,5.0,4,4.0,6,4,1.0,5.0,5,4,7.0,7,5,6,2,1.0,3,1.0,6,6.0,6.0,7.0,6.0,7.0,7.0,1.0,7.0,1.0,1.0,7.0,7.0,7.0,6,7.0,7.0,7,5,6.0,7.0,6,2,2.0,7.0,7.0,6.0,7.0,7.0,4.0,7.0,2.0,5.0,6.0,4.0,2.0,3.0,3.0,5.0,7.0,7,7.0,2.0,0.0,0.0,0.0,0.0,,0.0,2,2,0.0,1,0,0,4,4,0,2,2,0,3,0,0.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,2,2,2,5,2.0,7.0,5.0,5.0,4.42857142857143,4.75,6.66666666666667,5.0,5.33333333333333,6.88888888888889,2.66666666666667,5.11111111111111,2,7,13,0.371367868770459,0.124068374612647,1.74992485743159,-0.951759070281108,0.194579261066916,1,1
123,124,2.0,2,18,30294.0,1,0,1,2,4.0,5.0,4,4.0,9.0,4.0,2.0,3.0,1.0,1,1,2,3,2,3,3.0,3,2.0,1,2,3,1.0,4.0,3,2,2,1.0,2,1,1.0,1.0,1.0,1.0,1.0,1.0,1,4.0,1.0,1.0,2.0,2,1,2,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,3.0,4,4,5.0,4.0,5.0,4,4.0,4.0,4,4.0,4,2,4,4.0,4,4.0,2,4.0,4.0,4.0,4,4.0,2,5,3.0,6.0,3,7,7.0,7,5,6,4,2.0,1,3.0,4,7.0,5.0,6.0,7.0,6.0,6.0,5.0,1.0,1.0,4.0,5.0,4.0,5.0,3,2.0,6.0,5,6,6.0,6.0,6,1,4.0,5.0,6.0,6.0,6.0,5.0,3.0,5.0,4.0,5.0,7.0,5.0,5.0,3.0,5.0,4.0,7.0,7,4.0,3.0,4.0,4.0,0.0,3.0,3.0,0.0,0,3,0.0,4,4,0,2,4,4,4,3,0,0,2,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,2.0,2,2,6,7,3.0,7.0,5.0,3.0,3.85714285714286,6.25,6.83333333333333,3.5,4.66666666666667,4.11111111111111,4.33333333333333,5.33333333333333,0,15,32,-0.46443794890458,-0.785104674548828,-1.63301403475574,1.03976895506953,0.432225398583311,0,0
124,125,2.0,1,19,61801.0,1,0,1,1,4.0,3.0,4,3.0,10.0,4.0,2.0,2.0,3.0,2,1,4,4,1,2,3.0,1,1.0,3,2,3,2.0,3.0,3,3,4,1.0,2,2,2.0,1.0,3.0,1.0,1.0,1.0,4,4.0,1.0,1.0,1.0,1,1,4,4.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,4.0,4.0,3.0,3.0,3.0,3,4,3.0,2.0,4.0,4,3.0,3.0,4,4.0,5,2,2,5.0,5,3.0,4,4.0,4.0,4.0,5,3.0,5,5,1.0,6.0,5,7,7.0,7,5,4,4,3.0,4,3.0,4,3.0,3.0,5.0,6.0,5.0,7.0,4.0,6.0,1.0,1.0,7.0,6.0,7.0,6,7.0,7.0,7,7,6.0,7.0,6,3,5.0,5.0,5.0,6.0,5.0,7.0,7.0,6.0,4.0,4.0,7.0,5.0,2.0,1.0,2.0,3.0,7.0,7,7.0,3.0,3.0,4.0,0.0,4.0,0.0,0.0,0,0,0.0,2,3,0,3,4,0,3,3,0,0,0,0.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,2,2,3,4,5.0,7.0,7.0,6.0,4.28571428571429,5.75,6.83333333333333,5.0,5.11111111111111,6.66666666666667,3.44444444444444,4.88888888888889,0,8,24,0.162416414351699,-0.178989308441179,1.47928974605661,-0.0223793251174769,-0.0430668764494767,1,1
125,126,2.0,1,19,60651.0,1,0,1,2,3.0,6.0,4,5.0,6.0,2.0,2.0,3.0,3.0,1,1,2,3,1,1,3.0,1,2.0,2,4,3,2.0,3.0,4,3,3,1.0,1,2,1.0,3.0,1.0,1.0,2.0,2.0,4,3.0,3.0,2.0,2.0,2,2,3,3.0,3.0,1.0,1.0,3.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,3.0,2,4,5.0,5.0,3.0,5,3.0,4.0,4,4.0,5,5,4,5.0,3,3.0,5,3.0,3.0,4.0,4,3.0,2,6,3.0,6.0,1,7,7.0,7,2,4,2,2.0,2,5.0,4,6.0,7.0,5.0,5.0,5.0,3.0,6.0,4.0,1.0,5.0,7.0,5.0,6.0,2,3.0,7.0,5,5,4.0,5.0,5,5,4.0,7.0,6.0,5.0,1.0,4.0,4.0,1.0,6.0,2.0,7.0,4.0,6.0,6.0,6.0,1.0,7.0,5,1.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4,4,4.0,4,4,4,4,4,4,4,4,4,4,4,0.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,2,2,6,6,1.0,7.0,2.0,2.0,3.71428571428571,5.0,6.5,1.66666666666667,5.11111111111111,4.88888888888889,4.22222222222222,3.55555555555556,20,23,40,-0.67338940332334,-0.178989308441179,-0.685791144943286,0.907000420046153,-1.46894370154784,0,0
126,127,2.0,2,21,60620.0,1,0,1,2,3.0,3.0,4,4.0,6.0,3.0,2.0,2.0,1.0,1,1,4,4,2,2,4.0,4,4.0,3,4,4,3.0,4.0,3,3,4,1.0,3,4,1.0,1.0,1.0,1.0,1.0,1.0,4,4.0,4.0,1.0,1.0,4,1,4,4.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,3.0,1,5,4.0,5.0,1.0,5,3.0,5.0,2,3.0,4,5,5,4.0,2,2.0,4,3.0,3.0,3.0,2,5.0,2,6,1.0,5.0,4,7,7.0,7,2,6,1,1.0,1,1.0,1,1.0,7.0,4.0,5.0,1.0,7.0,5.0,5.0,1.0,4.0,7.0,5.0,7.0,7,7.0,7.0,7,6,5.0,7.0,5,6,5.0,6.0,7.0,7.0,2.0,6.0,7.0,5.0,2.0,4.0,6.0,5.0,7.0,2.0,7.0,1.0,7.0,7,1.0,4.0,4.0,2.0,0.0,3.0,4.0,4.0,0,4,4.0,4,3,0,3,4,0,3,4,0,4,4,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,4.0,4.0,4.0,2.0,2,6,6,7,1.0,7.0,6.0,1.0,2.85714285714286,5.625,6.66666666666667,1.5,5.66666666666667,6.55555555555556,3.0,4.33333333333333,4,23,31,-1.9270981298359,0.578654899193385,1.34397219036911,-0.55345346521098,-0.637182220240463,1,1
127,128,2.0,2,20,60649.0,1,0,1,4,1.0,2.0,1,2.0,7.0,3.0,2.0,2.0,1.0,2,3,4,4,2,3,4.0,2,4.0,4,4,3,2.0,2.0,3,2,4,1.0,4,4,2.0,1.0,1.0,1.0,2.0,2.0,4,4.0,3.0,2.0,2.0,3,2,3,4.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3,4,4.0,4.0,5.0,5,4.0,3.0,4,4.0,4,3,2,4.0,5,3.0,5,4.0,5.0,5.0,4,2.0,5,7,4.0,7.0,3,7,7.0,7,2,4,4,4.0,2,2.0,3,7.0,6.0,4.0,7.0,4.0,7.0,1.0,6.0,1.0,2.0,6.0,4.0,6.0,2,3.0,7.0,5,6,4.0,5.0,4,5,4.0,7.0,7.0,7.0,4.0,6.0,4.0,6.0,4.0,4.0,7.0,4.0,3.0,4.0,6.0,3.0,7.0,4,3.0,3.0,4.0,3.0,0.0,3.0,4.0,4.0,3,3,0.0,0,3,0,2,2,3,4,4,0,4,0,0.0,3.0,2.0,4.0,1.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,2,2,3,6,2.0,7.0,4.0,2.0,4.71428571428571,5.25,6.5,2.66666666666667,5.33333333333333,4.88888888888889,4.22222222222222,4.11111111111111,3,13,33,0.789270777607979,0.124068374612647,-0.685791144943286,0.907000420046153,-0.874828357756857,0,0
128,129,2.0,1,28,61801.0,1,0,1,3,4.0,6.0,4,5.0,1.0,1.0,3.0,1.0,1.0,1,4,4,4,2,4,2.0,1,3.0,4,1,2,3.0,4.0,3,3,4,1.0,4,4,4.0,4.0,4.0,4.0,4.0,4.0,4,4.0,4.0,4.0,4.0,4,1,3,4.0,1.0,1.0,1.0,4.0,1.0,1.0,4.0,,,4.0,4.0,1.0,3,2,2.0,2.0,3.0,3,2.0,2.0,3,3.0,2,1,1,5.0,5,2.0,5,4.0,4.0,3.0,3,2.0,7,1,1.0,4.0,4,2,4.0,4,2,5,2,1.0,6,1.0,4,1.0,4.0,4.0,3.0,4.0,5.0,1.0,7.0,1.0,1.0,7.0,4.0,7.0,7,7.0,7.0,7,3,4.0,7.0,7,4,4.0,4.0,4.0,4.0,5.0,7.0,7.0,7.0,4.0,2.0,2.0,4.0,3.0,7.0,4.0,4.0,4.0,4,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,,2.0,2,7,1,2,4.0,7.0,1.0,4.0,4.14285714285714,2.0,4.5,4.0,4.77777777777778,6.66666666666667,1.55555555555556,4.44444444444444,0,0,0,-0.0465350400670601,-0.633575833021916,1.47928974605661,-2.27944442051486,-0.518359151482265,1,1
129,130,2.0,2,18,60064.0,1,0,1,4,3.0,5.0,1,4.0,1.0,1.0,2.0,3.0,,1,2,3,4,1,2,2.0,2,1.0,2,3,3,1.0,2.0,3,2,2,2.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,4,2.0,2.0,1.0,1.0,3,1,2,3.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,4,3,2.0,3.0,5.0,3,4.0,3.0,3,5.0,3,2,2,4.0,5,3.0,5,5.0,5.0,4.0,4,4.0,5,4,1.0,4.0,4,4,6.0,6,4,5,4,3.0,5,4.0,3,4.0,3.0,5.0,4.0,4.0,5.0,5.0,4.0,2.0,2.0,7.0,4.0,4.0,4,6.0,4.0,5,4,4.0,6.0,5,4,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,6.0,4.0,6.0,5.0,4.0,4.0,4.0,6.0,6,5.0,4.0,0.0,3.0,0.0,3.0,3.0,0.0,0,0,0.0,1,2,0,0,4,3,3,3,0,1,0,0.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2,2,3,3,5.0,6.0,4.0,4.0,4.71428571428571,3.75,5.66666666666667,4.16666666666667,4.66666666666667,4.88888888888889,3.55555555555556,4.88888888888889,0,1,29,0.789270777607979,-0.785104674548828,-0.685791144943286,0.110389209905898,-0.0430668764494767,0,0
130,131,2.0,2,19,60409.0,1,0,1,4,5.0,5.0,1,2.0,6.0,4.0,2.0,3.0,1.0,3,1,4,4,1,1,3.0,1,1.0,1,1,3,2.0,1.0,1,1,1,1.0,2,3,1.0,1.0,2.0,2.0,1.0,1.0,3,2.0,2.0,2.0,1.0,1,1,3,4.0,3.0,1.0,1.0,2.0,1.0,3.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,1.0,2.0,5.0,1,1.0,1.0,3,3.0,3,1,1,5.0,5,5.0,5,5.0,5.0,5.0,4,1.0,6,6,1.0,7.0,4,5,6.0,6,7,4,4,1.0,1,1.0,1,6.0,4.0,6.0,6.0,6.0,6.0,4.0,2.0,1.0,1.0,6.0,6.0,6.0,6,5.0,6.0,5,5,6.0,6.0,6,1,1.0,1.0,1.0,3.0,1.0,5.0,7.0,3.0,7.0,1.0,6.0,6.0,1.0,1.0,4.0,4.0,7.0,5,4.0,4.0,3.0,4.0,0.0,3.0,3.0,4.0,2,0,4.0,4,4,4,4,3,4,4,4,0,3,3,0.0,1.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,2,2,2,7,4.0,7.0,7.0,4.0,5.0,5.625,6.33333333333333,3.5,3.88888888888889,5.33333333333333,3.33333333333333,3.44444444444444,10,18,36,1.2071736864455,-1.84580656523722,-0.144520922193313,-0.155147860140853,-1.58776677030604,0,0
131,132,2.0,2,18,30043.0,1,0,1,4,6.0,5.0,1,5.0,2.0,2.0,1.0,3.0,1.0,1,2,3,4,1,1,2.0,1,1.0,3,1,3,1.0,1.0,4,3,3,1.0,2,3,1.0,1.0,1.0,1.0,1.0,1.0,2,3.0,3.0,1.0,3.0,1,1,2,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,3.0,4,2,1.0,1.0,3.0,5,3.0,1.0,2,2.0,1,1,1,5.0,5,1.0,5,5.0,5.0,4.0,4,3.0,6,4,1.0,5.0,3,1,7.0,7,3,7,1,1.0,3,1.0,5,2.0,7.0,7.0,3.0,7.0,6.0,1.0,7.0,1.0,4.0,7.0,7.0,7.0,7,7.0,7.0,7,3,4.0,7.0,7,6,4.0,6.0,7.0,6.0,7.0,7.0,7.0,7.0,4.0,4.0,2.0,4.0,4.0,7.0,4.0,4.0,7.0,7,5.0,4.0,0.0,3.0,0.0,3.0,1.0,0.0,0,0,0.0,2,3,1,0,3,4,3,3,0,0,3,0.0,3.0,2.0,4.0,2.0,4.0,2.0,3.0,1.0,4.0,2.0,2.0,4.0,6.0,2,3,2,5,1.0,7.0,1.0,4.0,4.57142857142857,2.5,6.66666666666667,3.66666666666667,6.33333333333333,7.0,2.33333333333333,5.33333333333333,1,5,27,0.580319323189218,1.48782794835486,1.88524241311909,-1.35006467535123,0.432225398583311,1,1
